(x, y, cap, sonde, angle_sonde)
(1.275594728978552, 1.4938765047238634, -5.3139857188946396, 2.806667, 80.26875)
(1.275594728978552, 1.4938765047238634, -5.3139857188946396, 2.686667, 82.2375)
(1.275594728978552, 1.4938765047238634, -5.3139857188946396, 2.686667, 84.20625)
(1.275594728978552, 1.4938765047238634, -5.3139857188946396, 2.686667, 86.175)
(1.275594728978552, 1.4938765047238634, -5.3139857188946396, 2.88, 88.14375)
(1.275594728978552, 1.4938765047238634, -5.3139857188946396, 2.88, 90.1125)
(1.2865372016235226, 1.5159503613995282, -5.327941623634604, 2.886667, 92.08125)
(1.2865372016235226, 1.5159503613995282, -5.327941623634604, -1.0, 94.05)
(1.2865372016235226, 1.5159503613995282, -5.327941623634604, 2.886667, 96.01875)
(1.2865372016235226, 1.5159503613995282, -5.327941623634604, 2.9, 97.9875)
(1.2865372016235226, 1.5159503613995282, -5.327941623634604, -1.0, 99.95625)
(1.2865372016235226, 1.5159503613995282, -5.327941623634604, -1.0, 97.9875)
(1.2865372016235226, 1.5159503613995282, -5.327941623634604, 2.9, 96.01875)
(1.2865372016235226, 1.5159503613995282, -5.327941623634604, -1.0, 94.05)
(1.2865372016235226, 1.5159503613995282, -5.327941623634604, 2.9, 92.08125)
(1.3248774931395595, 1.6050592318061145, -5.359948832262875, 2.866667, 90.1125)
(1.3248774931395595, 1.6050592318061145, -5.359948832262875, 2.893333, 88.14375)
(1.3248774931395595, 1.6050592318061145, -5.359948832262875, 2.693333, 86.175)
(1.3248774931395595, 1.6050592318061145, -5.359948832262875, 2.693333, 84.20625)
(1.3248774931395595, 1.6050592318061145, -5.359948832262875, 2.693333, 82.2375)
(1.3248774931395595, 1.6050592318061145, -5.359948832262875, 2.84, 80.26875)
(1.3248774931395595, 1.6050592318061145, -5.359948832262875, 2.86, 79.9875)
(1.3455994429154596, 1.6490638347281286, -5.390338566542752, 2.846667, 80.26875)
(1.3455994429154596, 1.6490638347281286, -5.390338566542752, 2.84, 82.2375)
(1.3455994429154596, 1.6490638347281286, -5.390338566542752, 2.84, 84.20625)
(1.3455994429154596, 1.6490638347281286, -5.390338566542752, 2.84, 86.175)
(1.3455994429154596, 1.6490638347281286, -5.390338566542752, 2.846667, 88.14375)
(1.3455994429154596, 1.6490638347281286, -5.390338566542752, -1.0, 90.1125)
(1.3455994429154596, 1.6490638347281286, -5.390338566542752, 2.846667, 92.08125)
(1.3455994429154596, 1.6490638347281286, -5.390338566542752, 2.853333, 94.05)
(1.3455994429154596, 1.6490638347281286, -5.390338566542752, -1.0, 96.01875)
(1.365642173286236, 1.6976567347902922, -5.412524853793863, -1.0, 97.9875)
(1.365642173286236, 1.6976567347902922, -5.412524853793863, 3.153333, 99.95625)
(1.365642173286236, 1.6976567347902922, -5.412524853793863, 3.133333, 97.9875)
(1.365642173286236, 1.6976567347902922, -5.412524853793863, -1.0, 96.01875)
(1.365642173286236, 1.6976567347902922, -5.412524853793863, 2.846667, 94.05)
(1.365642173286236, 1.6976567347902922, -5.412524853793863, 2.846667, 92.08125)
(1.365642173286236, 1.6976567347902922, -5.412524853793863, 2.846667, 90.1125)
(1.365642173286236, 1.6976567347902922, -5.412524853793863, 2.846667, 88.14375)
(1.3854462482428, 1.7492216357749149, -5.44779669636923, 2.846667, 86.175)
(1.3854462482428, 1.7492216357749149, -5.44779669636923, 2.846667, 84.20625)
(1.3854462482428, 1.7492216357749149, -5.44779669636923, 2.84, 82.2375)
(1.3854462482428, 1.7492216357749149, -5.44779669636923, 2.846667, 79.9875)
(1.3854462482428, 1.7492216357749149, -5.44779669636923, 2.846667, 80.26875)
(1.3854462482428, 1.7492216357749149, -5.44779669636923, 2.84, 82.2375)
(1.3854462482428, 1.7492216357749149, -5.44779669636923, 2.84, 84.20625)
(1.4065302354441678, 1.7902761199975443, -5.478508222314713, 2.84, 86.175)
(1.4065302354441678, 1.7902761199975443, -5.478508222314713, 2.846667, 88.14375)
(1.4065302354441678, 1.7902761199975443, -5.478508222314713, 2.846667, 90.1125)
(1.4065302354441678, 1.7902761199975443, -5.478508222314713, 2.846667, 92.08125)
(1.4065302354441678, 1.7902761199975443, -5.478508222314713, 2.853333, 94.05)
(1.4065302354441678, 1.7902761199975443, -5.478508222314713, -1.0, 96.01875)
(1.4065302354441678, 1.7902761199975443, -5.478508222314713, -1.0, 97.9875)
(1.4065302354441678, 1.7902761199975443, -5.478508222314713, -1.0, 99.95625)
(1.4065302354441678, 1.7902761199975443, -5.478508222314713, 3.1, 97.9875)
(1.427297233162105, 1.8342594814723372, -5.50914414601131, 3.093333, 96.01875)
(1.427297233162105, 1.8342594814723372, -5.50914414601131, 3.093333, 94.05)
(1.427297233162105, 1.8342594814723372, -5.50914414601131, 2.853333, 92.08125)
(1.427297233162105, 1.8342594814723372, -5.50914414601131, 2.873333, 90.1125)
(1.427297233162105, 1.8342594814723372, -5.50914414601131, 2.846667, 88.14375)
(1.427297233162105, 1.8342594814723372, -5.50914414601131, 2.846667, 86.175)
(1.427297233162105, 1.8342594814723372, -5.50914414601131, 2.84, 84.20625)
(1.427297233162105, 1.8342594814723372, -5.50914414601131, 2.84, 82.2375)
(1.458361035571945, 1.8940820335624975, -5.547180256097417, 2.846667, 80.26875)
(1.458361035571945, 1.8940820335624975, -5.547180256097417, 2.846667, 79.9875)
(1.458361035571945, 1.8940820335624975, -5.547180256097417, 2.846667, 80.26875)
(1.458361035571945, 1.8940820335624975, -5.547180256097417, 2.84, 82.2375)
(1.458361035571945, 1.8940820335624975, -5.547180256097417, 2.84, 84.20625)
(1.458361035571945, 1.8940820335624975, -5.547180256097417, 2.84, 86.175)
(1.458361035571945, 1.8940820335624975, -5.547180256097417, 2.846667, 88.14375)
(1.458361035571945, 1.8940820335624975, -5.547180256097417, 2.86, 90.1125)
(1.4835180847374694, 1.940287999685201, -5.57644892018976, 2.86, 92.08125)
(1.4835180847374694, 1.940287999685201, -5.57644892018976, 2.866667, 94.05)
(1.4835180847374694, 1.940287999685201, -5.57644892018976, 2.866667, 96.01875)
(1.4835180847374694, 1.940287999685201, -5.57644892018976, -1.0, 97.9875)
(1.4835180847374694, 1.940287999685201, -5.57644892018976, -1.0, 99.95625)
(1.4835180847374694, 1.940287999685201, -5.57644892018976, 3.053333, 97.9875)
(1.4835180847374694, 1.940287999685201, -5.57644892018976, 3.06, 96.01875)
(1.4835180847374694, 1.940287999685201, -5.57644892018976, -1.0, 94.05)
(1.5067500070109365, 1.98099372835055, -5.599607422778506, 2.853333, 92.08125)
(1.5067500070109365, 1.98099372835055, -5.599607422778506, 2.853333, 90.1125)
(1.5067500070109365, 1.98099372835055, -5.599607422778506, 2.846667, 88.14375)
(1.5067500070109365, 1.98099372835055, -5.599607422778506, 2.84, 86.175)
(1.5067500070109365, 1.98099372835055, -5.599607422778506, 2.84, 84.20625)
(1.5067500070109365, 1.98099372835055, -5.599607422778506, 2.84, 82.2375)
(1.5067500070109365, 1.98099372835055, -5.599607422778506, 2.846667, 80.26875)
(1.5067500070109365, 1.98099372835055, -5.599607422778506, 2.846667, 79.9875)
(-1, -1, -1, 2.846667, 80.26875)
(-1, -1, -1, 2.846667, 82.2375)
(-1, -1, -1, 2.846667, 84.20625)
(-1, -1, -1, 2.846667, 86.175)
(-1, -1, -1, 2.846667, 88.14375)
(-1, -1, -1, 2.86, 90.1125)
(-1, -1, -1, 2.853333, 92.08125)
(-1, -1, -1, 2.92, 94.05)
(1.5809802031491638, 2.102534942173652, -5.64880783996524, 2.926667, 96.01875)
(1.5809802031491638, 2.102534942173652, -5.64880783996524, 2.92, 97.9875)
(1.5809802031491638, 2.102534942173652, -5.64880783996524, -1.0, 99.95625)
(1.5809802031491638, 2.102534942173652, -5.64880783996524, 2.926667, 97.9875)
(1.5809802031491638, 2.102534942173652, -5.64880783996524, 2.92, 96.01875)
(1.5809802031491638, 2.102534942173652, -5.64880783996524, 2.86, 94.05)
(1.5809802031491638, 2.102534942173652, -5.64880783996524, 2.846667, 92.08125)
(1.5809802031491638, 2.102534942173652, -5.64880783996524, 2.86, 90.1125)
(1.5809802031491638, 2.102534942173652, -5.64880783996524, 2.846667, 88.14375)
(1.6047605210353515, 2.1386947965527288, -5.678651875206983, 2.84, 86.175)
(1.6047605210353515, 2.1386947965527288, -5.678651875206983, 2.84, 84.20625)
(1.6047605210353515, 2.1386947965527288, -5.678651875206983, 2.846667, 82.2375)
(1.6047605210353515, 2.1386947965527288, -5.678651875206983, 2.846667, 80.26875)
(1.6047605210353515, 2.1386947965527288, -5.678651875206983, 2.846667, 79.9875)
(1.6047605210353515, 2.1386947965527288, -5.678651875206983, 2.846667, 80.26875)
(1.6047605210353515, 2.1386947965527288, -5.678651875206983, 2.846667, 82.2375)
(1.6047605210353515, 2.1386947965527288, -5.678651875206983, 2.84, 84.20625)
(1.632161690615474, 2.1804376275596677, -5.696785422499779, 2.846667, 86.175)
(1.632161690615474, 2.1804376275596677, -5.696785422499779, 2.846667, 88.14375)
(1.632161690615474, 2.1804376275596677, -5.696785422499779, 2.86, 90.1125)
(1.632161690615474, 2.1804376275596677, -5.696785422499779, 2.846667, 92.08125)
(1.632161690615474, 2.1804376275596677, -5.696785422499779, 2.913333, 94.05)
(1.632161690615474, 2.1804376275596677, -5.696785422499779, -1.0, 96.01875)
(1.632161690615474, 2.1804376275596677, -5.696785422499779, -1.0, 97.9875)
(1.632161690615474, 2.1804376275596677, -5.696785422499779, -1.0, 99.95625)
(1.6590541389006699, 2.2225448468982885, -5.726396160492027, -1.0, 97.9875)
(1.6590541389006699, 2.2225448468982885, -5.726396160492027, 2.94, 96.01875)
(1.6590541389006699, 2.2225448468982885, -5.726396160492027, 2.853333, 94.05)
(1.6590541389006699, 2.2225448468982885, -5.726396160492027, 2.846667, 92.08125)
(1.6590541389006699, 2.2225448468982885, -5.726396160492027, 2.846667, 90.1125)
(1.6590541389006699, 2.2225448468982885, -5.726396160492027, 2.846667, 88.14375)
(1.6590541389006699, 2.2225448468982885, -5.726396160492027, 2.846667, 86.175)
(1.6590541389006699, 2.2225448468982885, -5.726396160492027, 2.846667, 84.20625)
(1.6841788150779489, 2.2576792510410546, -5.732848945628421, 2.846667, 82.2375)
(1.6841788150779489, 2.2576792510410546, -5.732848945628421, 2.846667, 80.26875)
(1.6841788150779489, 2.2576792510410546, -5.732848945628421, 2.846667, 79.9875)
(1.6841788150779489, 2.2576792510410546, -5.732848945628421, 2.846667, 80.26875)
(1.6841788150779489, 2.2576792510410546, -5.732848945628421, 2.846667, 82.2375)
(1.6841788150779489, 2.2576792510410546, -5.732848945628421, 2.846667, 84.20625)
(1.6841788150779489, 2.2576792510410546, -5.732848945628421, 2.846667, 86.175)
(1.6841788150779489, 2.2576792510410546, -5.732848945628421, 2.846667, 88.14375)
(1.7093034912552276, 2.2928136551838207, -5.7503828350039345, -1.0, 90.1125)
(1.7093034912552276, 2.2928136551838207, -5.7503828350039345, 2.853333, 92.08125)
(1.7093034912552276, 2.2928136551838207, -5.7503828350039345, -1.0, 94.05)
(1.7093034912552276, 2.2928136551838207, -5.7503828350039345, -1.0, 96.01875)
(1.7093034912552276, 2.2928136551838207, -5.7503828350039345, 2.98, 97.9875)
(1.7093034912552276, 2.2928136551838207, -5.7503828350039345, 2.946667, 99.95625)
(1.7093034912552276, 2.2928136551838207, -5.7503828350039345, 2.946667, 97.9875)
(1.7093034912552276, 2.2928136551838207, -5.7503828350039345, 3.033333, 96.01875)
(1.7093034912552276, 2.2928136551838207, -5.7503828350039345, -1.0, 94.05)
(1.7197567291596774, 2.3085048425863812, -5.758112230681817, 2.853333, 92.08125)
(1.7197567291596774, 2.3085048425863812, -5.758112230681817, 2.846667, 90.1125)
(1.7197567291596774, 2.3085048425863812, -5.758112230681817, 2.846667, 88.14375)
(1.7197567291596774, 2.3085048425863812, -5.758112230681817, 2.706667, 86.175)
(1.7197567291596774, 2.3085048425863812, -5.758112230681817, 2.84, 84.20625)
(1.7197567291596774, 2.3085048425863812, -5.758112230681817, 2.846667, 82.2375)
(1.7197567291596774, 2.3085048425863812, -5.758112230681817, 2.846667, 80.26875)
(1.7724409146764892, 2.3769599943332325, -5.781046283926984, 2.846667, 79.9875)
(1.7724409146764892, 2.3769599943332325, -5.781046283926984, 2.846667, 80.26875)
(1.7724409146764892, 2.3769599943332325, -5.781046283926984, 2.846667, 82.2375)
(1.7724409146764892, 2.3769599943332325, -5.781046283926984, 2.706667, 84.20625)
(1.7724409146764892, 2.3769599943332325, -5.781046283926984, 2.706667, 86.175)
(1.7724409146764892, 2.3769599943332325, -5.781046283926984, 2.7, 88.14375)
(1.7724409146764892, 2.3769599943332325, -5.781046283926984, 2.706667, 90.1125)
(1.7724409146764892, 2.3769599943332325, -5.781046283926984, 2.853333, 92.08125)
(1.7724409146764892, 2.3769599943332325, -5.781046283926984, 2.92, 94.05)
(1.7962659774621834, 2.410302454966116, -5.787924559764395, 2.926667, 96.01875)
(1.7962659774621834, 2.410302454966116, -5.787924559764395, 2.96, 97.9875)
(1.7962659774621834, 2.410302454966116, -5.787924559764395, 2.953333, 99.95625)
(1.7962659774621834, 2.410302454966116, -5.787924559764395, 2.92, 97.9875)
(1.7962659774621834, 2.410302454966116, -5.787924559764395, 2.92, 96.01875)
(1.7962659774621834, 2.410302454966116, -5.787924559764395, 2.92, 94.05)
(1.7962659774621834, 2.410302454966116, -5.787924559764395, 2.92, 92.08125)
(1.7962659774621834, 2.410302454966116, -5.787924559764395, 2.86, 90.1125)
(1.8226736960907268, 2.443056693630866, -5.79988992615867, 2.526667, 88.14375)
(1.8226736960907268, 2.443056693630866, -5.79988992615867, 2.846667, 86.175)
(1.8226736960907268, 2.443056693630866, -5.79988992615867, 2.846667, 84.20625)
(1.8226736960907268, 2.443056693630866, -5.79988992615867, 2.813333, 82.2375)
(1.8226736960907268, 2.443056693630866, -5.79988992615867, 2.86, 80.26875)
(1.8226736960907268, 2.443056693630866, -5.79988992615867, 2.846667, 79.9875)
(1.8226736960907268, 2.443056693630866, -5.79988992615867, 2.846667, 80.26875)
(1.8226736960907268, 2.443056693630866, -5.79988992615867, 2.846667, 82.2375)
(1.8743753376814507, 2.5080893063969154, -5.842610222271025, 2.64, 84.20625)
(1.8743753376814507, 2.5080893063969154, -5.842610222271025, 2.493333, 86.175)
(1.8743753376814507, 2.5080893063969154, -5.842610222271025, 2.493333, 88.14375)
(1.8743753376814507, 2.5080893063969154, -5.842610222271025, 2.493333, 90.1125)
(1.8743753376814507, 2.5080893063969154, -5.842610222271025, 2.5, 92.08125)
(1.8743753376814507, 2.5080893063969154, -5.842610222271025, 2.526667, 94.05)
(1.8743753376814507, 2.5080893063969154, -5.842610222271025, 2.933333, 96.01875)
(1.8743753376814507, 2.5080893063969154, -5.842610222271025, 2.933333, 97.9875)
(1.8986310226524399, 2.5383299921913545, -5.873394422972828, 2.933333, 99.95625)
(1.8986310226524399, 2.5383299921913545, -5.873394422972828, 2.906667, 97.9875)
(1.8986310226524399, 2.5383299921913545, -5.873394422972828, 2.933333, 96.01875)
(1.8986310226524399, 2.5383299921913545, -5.873394422972828, 2.933333, 94.05)
(1.8986310226524399, 2.5383299921913545, -5.873394422972828, 2.9, 92.08125)
(1.8986310226524399, 2.5383299921913545, -5.873394422972828, 2.493333, 90.1125)
(1.8986310226524399, 2.5383299921913545, -5.873394422972828, 2.52, 88.14375)
(1.8986310226524399, 2.5383299921913545, -5.873394422972828, 2.52, 86.175)
(1.9231020187160774, 2.567019790566572, -5.896725213144611, 2.52, 84.20625)
(1.9231020187160774, 2.567019790566572, -5.896725213144611, 2.526667, 82.2375)
(1.9231020187160774, 2.567019790566572, -5.896725213144611, 2.846667, 80.26875)
(1.9231020187160774, 2.567019790566572, -5.896725213144611, 2.846667, 79.9875)
(1.9231020187160774, 2.567019790566572, -5.896725213144611, 2.846667, 80.26875)
(1.9231020187160774, 2.567019790566572, -5.896725213144611, 2.526667, 82.2375)
(1.9231020187160774, 2.567019790566572, -5.896725213144611, 2.52, 84.20625)
(1.9231020187160774, 2.567019790566572, -5.896725213144611, 2.52, 86.175)
(1.9231020187160774, 2.567019790566572, -5.896725213144611, 2.493333, 88.14375)
(1.9471423925944193, 2.5988113637802335, -5.9346770961434405, 2.52, 90.1125)
(1.9471423925944193, 2.5988113637802335, -5.9346770961434405, 2.52, 92.08125)
(1.9471423925944193, 2.5988113637802335, -5.9346770961434405, 2.52, 94.05)
(1.9471423925944193, 2.5988113637802335, -5.9346770961434405, 2.913333, 96.01875)
(1.9471423925944193, 2.5988113637802335, -5.9346770961434405, 2.913333, 97.9875)
(1.9471423925944193, 2.5988113637802335, -5.9346770961434405, 2.913333, 99.95625)
(1.9471423925944193, 2.5988113637802335, -5.9346770961434405, 2.913333, 97.9875)
(1.9471423925944193, 2.5988113637802335, -5.9346770961434405, 2.9, 96.01875)
(1.980488090988095, 2.6318948035497822, -5.973718737433433, 2.526667, 94.05)
(1.980488090988095, 2.6318948035497822, -5.973718737433433, 2.52, 92.08125)
(1.980488090988095, 2.6318948035497822, -5.973718737433433, 2.52, 90.1125)
(1.980488090988095, 2.6318948035497822, -5.973718737433433, 2.493333, 88.14375)
(1.980488090988095, 2.6318948035497822, -5.973718737433433, 2.52, 86.175)
(1.980488090988095, 2.6318948035497822, -5.973718737433433, 2.52, 84.20625)
(1.980488090988095, 2.6318948035497822, -5.973718737433433, 2.493333, 82.2375)
(1.980488090988095, 2.6318948035497822, -5.973718737433433, 2.5, 80.26875)
(1.980488090988095, 2.6318948035497822, -5.973718737433433, 2.846667, 79.9875)
(2.0151693657083456, 2.6667444418312005, -6.021791983006023, 2.853333, 80.26875)
(2.0151693657083456, 2.6667444418312005, -6.021791983006023, 2.64, 82.2375)
(2.0151693657083456, 2.6667444418312005, -6.021791983006023, 2.52, 84.20625)
(2.0151693657083456, 2.6667444418312005, -6.021791983006023, 2.52, 86.175)
(2.0151693657083456, 2.6667444418312005, -6.021791983006023, 2.52, 88.14375)
(2.0151693657083456, 2.6667444418312005, -6.021791983006023, 2.52, 90.1125)
(2.0151693657083456, 2.6667444418312005, -6.021791983006023, 2.52, 92.08125)
(2.030506638578609, 2.681519963204105, -6.057423579244089, 2.866667, 94.05)
(2.030506638578609, 2.681519963204105, -6.057423579244089, 2.866667, 96.01875)
(2.030506638578609, 2.681519963204105, -6.057423579244089, 2.886667, 97.9875)
(2.030506638578609, 2.681519963204105, -6.057423579244089, -1.0, 99.95625)
(2.030506638578609, 2.681519963204105, -6.057423579244089, 2.926667, 97.9875)
(2.030506638578609, 2.681519963204105, -6.057423579244089, -1.0, 96.01875)
(2.030506638578609, 2.681519963204105, -6.057423579244089, 2.866667, 94.05)
(2.030506638578609, 2.681519963204105, -6.057423579244089, 2.52, 92.08125)
(2.030506638578609, 2.681519963204105, -6.057423579244089, 2.493333, 90.1125)
(2.0613964954117834, 2.7095201185306905, -6.102064841016357, 2.493333, 88.14375)
(2.0613964954117834, 2.7095201185306905, -6.102064841016357, 2.52, 86.175)
(2.0613964954117834, 2.7095201185306905, -6.102064841016357, 2.526667, 84.20625)
(2.0613964954117834, 2.7095201185306905, -6.102064841016357, 2.846667, 82.2375)
(2.0613964954117834, 2.7095201185306905, -6.102064841016357, 2.846667, 80.26875)
(2.0613964954117834, 2.7095201185306905, -6.102064841016357, 2.846667, 79.9875)
(2.0613964954117834, 2.7095201185306905, -6.102064841016357, 2.846667, 80.26875)
(2.0613964954117834, 2.7095201185306905, -6.102064841016357, 2.846667, 82.2375)
(2.095818749268698, 2.734849121204127, -6.148356013660127, 2.493333, 84.20625)
(2.095818749268698, 2.734849121204127, -6.148356013660127, 2.52, 86.175)
(2.095818749268698, 2.734849121204127, -6.148356013660127, 2.52, 88.14375)
(2.095818749268698, 2.734849121204127, -6.148356013660127, 2.52, 90.1125)
(2.095818749268698, 2.734849121204127, -6.148356013660127, 2.706667, 92.08125)
(2.095818749268698, 2.734849121204127, -6.148356013660127, 2.706667, 94.05)
(2.095818749268698, 2.734849121204127, -6.148356013660127, -1.0, 96.01875)
(2.095818749268698, 2.734849121204127, -6.148356013660127, -1.0, 97.9875)
(2.095818749268698, 2.734849121204127, -6.148356013660127, -1.0, 99.95625)
(2.1624227265146736, 2.778872954688816, -6.233705324245056, -1.0, 97.9875)
(2.1624227265146736, 2.778872954688816, -6.233705324245056, 2.86, 96.01875)
(2.1624227265146736, 2.778872954688816, -6.233705324245056, 2.846667, 94.05)
(2.1624227265146736, 2.778872954688816, -6.233705324245056, 2.68, 92.08125)
(2.1624227265146736, 2.778872954688816, -6.233705324245056, 2.673333, 90.1125)
(2.1624227265146736, 2.778872954688816, -6.233705324245056, 2.846667, 88.14375)
(2.1624227265146736, 2.778872954688816, -6.233705324245056, 2.846667, 86.175)
(2.209262209821189, 2.8101696176328765, -6.304066365089408, 2.646667, 84.20625)
(2.209262209821189, 2.8101696176328765, -6.304066365089408, 2.846667, 82.2375)
(2.209262209821189, 2.8101696176328765, -6.304066365089408, 2.846667, 80.26875)
(2.209262209821189, 2.8101696176328765, -6.304066365089408, 2.853333, 79.9875)
(2.209262209821189, 2.8101696176328765, -6.304066365089408, 2.853333, 80.26875)
(2.209262209821189, 2.8101696176328765, -6.304066365089408, 2.846667, 82.2375)
(2.209262209821189, 2.8101696176328765, -6.304066365089408, 2.88, 84.20625)
(2.209262209821189, 2.8101696176328765, -6.304066365089408, 2.846667, 86.175)
(2.209262209821189, 2.8101696176328765, -6.304066365089408, 2.706667, 88.14375)
(2.2462936710751378, 2.8279974222596356, -6.353866516836952, 2.7, 90.1125)
(2.2462936710751378, 2.8279974222596356, -6.353866516836952, 2.706667, 92.08125)
(2.2462936710751378, 2.8279974222596356, -6.353866516836952, 2.706667, 94.05)
(2.2462936710751378, 2.8279974222596356, -6.353866516836952, 2.706667, 96.01875)
(2.2462936710751378, 2.8279974222596356, -6.353866516836952, 2.913333, 97.9875)
(2.2462936710751378, 2.8279974222596356, -6.353866516836952, -1.0, 99.95625)
(2.2462936710751378, 2.8279974222596356, -6.353866516836952, -1.0, 97.9875)
(2.2462936710751378, 2.8279974222596356, -6.353866516836952, 2.706667, 96.01875)
(2.2849023606233416, 2.841719510536029, -6.413755229960855, 2.673333, 94.05)
(2.2849023606233416, 2.841719510536029, -6.413755229960855, 2.673333, 92.08125)
(2.2849023606233416, 2.841719510536029, -6.413755229960855, 2.673333, 90.1125)
(2.2849023606233416, 2.841719510536029, -6.413755229960855, 2.673333, 88.14375)
(2.2849023606233416, 2.841719510536029, -6.413755229960855, 2.846667, 86.175)
(2.2849023606233416, 2.841719510536029, -6.413755229960855, 2.846667, 84.20625)
(2.2849023606233416, 2.841719510536029, -6.413755229960855, 2.706667, 82.2375)
(2.2849023606233416, 2.841719510536029, -6.413755229960855, 2.853333, 80.26875)
(2.2849023606233416, 2.841719510536029, -6.413755229960855, 2.9, 79.9875)
(2.3633414473753174, 2.8728275363819087, -0.2394736853835453, 2.86, 80.26875)
(2.3633414473753174, 2.8728275363819087, -0.2394736853835453, 2.853333, 82.2375)
(2.3633414473753174, 2.8728275363819087, -0.2394736853835453, 2.846667, 84.20625)
(2.3633414473753174, 2.8728275363819087, -0.2394736853835453, 2.7, 86.175)
(2.3633414473753174, 2.8728275363819087, -0.2394736853835453, 2.7, 88.14375)
(2.3633414473753174, 2.8728275363819087, -0.2394736853835453, 2.7, 90.1125)
(2.3633414473753174, 2.8728275363819087, -0.2394736853835453, 2.7, 92.08125)
(2.3633414473753174, 2.8728275363819087, -0.2394736853835453, 2.853333, 94.05)
(2.390602740776795, 2.8813837171751757, -0.26648264454415393, 2.913333, 96.01875)
(2.390602740776795, 2.8813837171751757, -0.26648264454415393, -1.0, 97.9875)
(2.390602740776795, 2.8813837171751757, -0.26648264454415393, -1.0, 99.95625)
(2.390602740776795, 2.8813837171751757, -0.26648264454415393, -1.0, 97.9875)
(2.390602740776795, 2.8813837171751757, -0.26648264454415393, -1.0, 96.01875)
(2.390602740776795, 2.8813837171751757, -0.26648264454415393, -1.0, 94.05)
(2.390602740776795, 2.8813837171751757, -0.26648264454415393, 2.873333, 92.08125)
(2.390602740776795, 2.8813837171751757, -0.26648264454415393, 2.873333, 90.1125)
(2.4349952376439865, 2.8878495074157153, -0.3347102729063818, 2.846667, 88.14375)
(2.4349952376439865, 2.8878495074157153, -0.3347102729063818, 2.846667, 86.175)
(2.4349952376439865, 2.8878495074157153, -0.3347102729063818, 2.7, 84.20625)
(2.4349952376439865, 2.8878495074157153, -0.3347102729063818, 2.846667, 82.2375)
(2.4349952376439865, 2.8878495074157153, -0.3347102729063818, 2.846667, 80.26875)
(2.4349952376439865, 2.8878495074157153, -0.3347102729063818, 2.866667, 79.9875)
(2.4349952376439865, 2.8878495074157153, -0.3347102729063818, 2.866667, 80.26875)
(2.4349952376439865, 2.8878495074157153, -0.3347102729063818, 2.846667, 82.2375)
(2.4706656482861002, 2.8928016625466144, -0.3849727795603619, 2.846667, 84.20625)
(2.4706656482861002, 2.8928016625466144, -0.3849727795603619, 2.846667, 86.175)
(2.4706656482861002, 2.8928016625466144, -0.3849727795603619, 2.846667, 88.14375)
(2.4706656482861002, 2.8928016625466144, -0.3849727795603619, 2.853333, 90.1125)
(2.4706656482861002, 2.8928016625466144, -0.3849727795603619, 2.873333, 92.08125)
(2.4706656482861002, 2.8928016625466144, -0.3849727795603619, 3.1, 94.05)
(2.4706656482861002, 2.8928016625466144, -0.3849727795603619, 3.073333, 96.01875)
(2.4706656482861002, 2.8928016625466144, -0.3849727795603619, 3.066667, 97.9875)
(2.517272020537291, 2.8947026936639024, -0.4291933640930372, 3.066667, 99.95625)
(2.517272020537291, 2.8947026936639024, -0.4291933640930372, 3.066667, 97.9875)
(2.517272020537291, 2.8947026936639024, -0.4291933640930372, 3.086667, 96.01875)
(2.517272020537291, 2.8947026936639024, -0.4291933640930372, 2.853333, 94.05)
(2.517272020537291, 2.8947026936639024, -0.4291933640930372, 2.846667, 92.08125)
(2.517272020537291, 2.8947026936639024, -0.4291933640930372, 2.853333, 90.1125)
(2.517272020537291, 2.8947026936639024, -0.4291933640930372, 2.846667, 88.14375)
(2.517272020537291, 2.8947026936639024, -0.4291933640930372, 2.846667, 86.175)
(2.517272020537291, 2.8947026936639024, -0.4291933640930372, 2.846667, 84.20625)
(2.6074467279411655, 2.902228684306409, -0.5417432213942757, 2.846667, 82.2375)
(2.6074467279411655, 2.902228684306409, -0.5417432213942757, 2.846667, 80.26875)
(2.6074467279411655, 2.902228684306409, -0.5417432213942757, 2.853333, 79.9875)
(2.6074467279411655, 2.902228684306409, -0.5417432213942757, 2.853333, 80.26875)
(2.6074467279411655, 2.902228684306409, -0.5417432213942757, 2.846667, 82.2375)
(2.6074467279411655, 2.902228684306409, -0.5417432213942757, 2.846667, 84.20625)
(2.6074467279411655, 2.902228684306409, -0.5417432213942757, 2.846667, 86.175)
(2.6074467279411655, 2.902228684306409, -0.5417432213942757, 2.846667, 88.14375)
(2.6452726867863485, 2.8966281735534136, -0.5911999192250419, 2.853333, 90.1125)
(2.6452726867863485, 2.8966281735534136, -0.5911999192250419, 2.846667, 92.08125)
(2.6452726867863485, 2.8966281735534136, -0.5911999192250419, 2.873333, 94.05)
(2.6452726867863485, 2.8966281735534136, -0.5911999192250419, -1.0, 96.01875)
(2.6452726867863485, 2.8966281735534136, -0.5911999192250419, 2.92, 97.9875)
(2.6452726867863485, 2.8966281735534136, -0.5911999192250419, 3.04, 99.95625)
(2.6452726867863485, 2.8966281735534136, -0.5911999192250419, 3.04, 97.9875)
(2.6452726867863485, 2.8966281735534136, -0.5911999192250419, 3.046667, 96.01875)
(-1, -1, -1, 2.873333, 94.05)
(-1, -1, -1, 2.853333, 92.08125)
(-1, -1, -1, 2.866667, 90.1125)
